-418.00,-882.00,249.00
-422.00,-884.00,250.00
-428.00,-887.00,257.00
-430.00,-878.00,253.00
-419.00,-876.00,244.00
-420.00,-876.00,252.00
-428.00,-872.00,254.00
-425.00,-871.00,251.00
-430.00,-870.00,255.00
-414.00,-868.00,248.00
-408.00,-851.00,235.00
-393.00,-794.00,249.00
-324.00,-437.00,319.00
-310.00,-503.00,362.00
-398.00,-1802.00,98.00
-904.00,-1998.00,74.00
-900.00,-1998.00,474.00
-470.00,-1154.00,379.00
-759.00,-353.00,162.00
-205.00,247.00,-9.00
160.00,232.00,51.00
-52.00,56.00,274.00
-159.00,-52.00,313.00
-274.00,-153.00,221.00
-490.00,-1582.00,53.00
-1097.00,-1998.00,-255.00
-1645.00,-1998.00,-315.00
-1151.00,-1262.00,226.00
-238.00,665.00,801.00
335.00,-365.00,742.00
359.00,85.00,282.00
-212.00,3.00,374.00
-340.00,-44.00,280.00
-243.00,-90.00,120.00
-557.00,-1105.00,51.00
-1666.00,-1998.00,106.00
-1646.00,-1998.00,19.00
-913.00,-1338.00,15.00
-935.00,-299.00,572.00
-45.00,103.00,508.00
-18.00,198.00,301.00
-160.00,54.00,306.00
-221.00,31.00,101.00
-325.00,-20.00,91.00
-639.00,-472.00,57.00
-1022.00,-1998.00,-104.00
-1519.00,-1998.00,138.00
-638.00,-1982.00,-80.00
-882.00,-434.00,439.00
-362.00,353.00,564.00
-30.00,-131.00,427.00
194.00,-119.00,419.00
-276.00,-28.00,209.00
-388.00,-3.00,165.00
-381.00,-233.00,167.00
-665.00,-1985.00,40.00
-981.00,-1998.00,51.00
-913.00,-1998.00,-203.00
-1259.00,-730.00,200.00
-482.00,315.00,488.00
340.00,90.00,412.00
8.00,84.00,358.00
-473.00,-13.00,238.00
-348.00,81.00,39.00
-474.00,-152.00,62.00
-693.00,-1347.00,8.00
-1567.00,-1998.00,-212.00
-685.00,-1998.00,-172.00
-755.00,-1140.00,-154.00
-1088.00,37.00,649.00
-67.00,-134.00,472.00
